TotalAsk,TotalBid,PartialAsk,PartialBid
9638.63,16915.68
9976.27,13166.05
9438.73,14377.45
10845.15,14843.59
8325.26,18305.06
15508.72,11764.55
12874.91,17033.46
7665.1,16206.38
